1,1,13116,25606164,2,1,1,0
2,1,25607316,25621886,2,1,0,0
3,1,25623255,25643553,2,1,1,0
4,1,25644654,25660621,2,1,0,0
5,1,25663049,142579664,2,1,1,0
6,1,142582238,142605705,2,1,2,1
7,1,142607299,142729800,2,1,1,0
8,1,142781170,142817537,2,1,3,1
9,1,142819309,142851502,2,1,2,0
10,1,142853465,142876994,2,1,3,0
11,1,142879572,142896631,2,1,1,0
12,1,142913724,143263206,2,1,3,0
13,1,143264377,143268457,2,1,2,0
14,1,143269636,143283799,2,1,3,1
15,1,143285095,143287543,2,1,2,0
16,1,143288569,145066469,2,1,2,1
17,1,145068078,145172182,2,1,3,1
18,1,145174146,145301147,2,1,2,0
19,1,145302179,148660816,2,1,3,0
20,1,148741518,149714956,2,1,1,0
21,1,149716242,249239902,2,1,3,0
22,2,10587,89126216,2,1,2,1
23,2,89127937,89333990,2,1,8,3
24,2,89336361,89406413,2,1,5,0
25,2,89407524,89494027,2,1,5,2
26,2,89495320,89544163,2,1,3,1
27,2,89545623,243187487,2,1,2,1
28,3,60197,24570343,2,1,1,0
29,3,24572140,25402974,2,1,7,1
30,3,25404023,26430442,2,1,5,1
31,3,26431473,26648042,2,1,8,2
32,3,26649325,26663787,2,1,7,2
33,3,26665476,60871331,2,1,3,1
34,3,60872721,61012867,2,1,2,1
35,3,61013985,197908615,2,1,3,1
36,4,11961,49493257,2,1,1,0
37,4,49494265,191043877,2,1,3,1
38,5,11882,180790901,2,1,1,0
39,6,100116,380920,2,1,2,1
40,6,382537,27850714,2,1,3,1
41,6,27852011,171049557,2,1,2,1
42,7,24220,77981716,2,1,3,1
43,7,77983063,78256643,2,1,2,1
44,7,78257877,104483389,2,1,3,1
45,7,104486707,104611100,2,1,4,1
46,7,104612918,125745079,2,1,3,1
47,7,125746111,126098138,2,1,1,0
48,7,126099580,126164046,2,1,3,1
49,7,126165114,144009375,2,1,4,1
50,7,144010380,150747746,2,1,3,1
51,7,150748771,159127076,2,1,1,0
52,8,11774,146303788,2,1,2,1
53,9,10469,30339911,2,1,1,0
54,9,30340919,30923729,2,1,3,1
55,9,30924974,30994981,2,1,2,1
56,9,30996315,31106102,2,1,3,1
57,9,31107129,31150328,2,1,2,1
58,9,31151599,31715092,2,1,3,1
59,9,31716502,32912352,2,1,2,1
60,9,32913395,32929436,2,1,3,1
61,9,32930630,33209145,2,1,2,1
62,9,33210719,33245421,2,1,3,1
63,9,33247486,33696718,2,1,2,1
64,9,33698104,33834109,2,1,3,1
65,9,33835197,33998415,2,1,2,1
66,9,34000225,34024808,2,1,3,1
67,9,34025876,34149998,2,1,2,1
68,9,34151027,34176419,2,1,3,1
69,9,34178974,34307413,2,1,2,1
70,9,34308711,34387204,2,1,3,1
71,9,34388246,34464248,2,1,2,1
72,9,34466034,34710084,2,1,3,1
73,9,34711635,34740316,2,1,2,1
74,9,34741426,35014767,2,1,3,1
75,9,35015842,35248610,2,1,2,1
76,9,35249862,35486353,2,1,3,1
77,9,35488640,35532053,2,1,2,1
78,9,35533348,35591601,2,1,3,1
79,9,35594724,36498515,2,1,2,1
80,9,36500359,36534609,2,1,3,1
81,9,36535892,36836808,2,1,2,1
82,9,36837983,36919139,2,1,3,1
83,9,36920391,38029816,2,1,2,1
84,9,38030982,38438342,2,1,3,1
85,9,38439355,38634798,2,1,2,1
86,9,38635960,38651071,2,1,3,1
87,9,38652714,43407295,2,1,2,1
88,9,43422085,45410572,2,1,3,1
89,9,45412909,45795870,2,1,2,1
90,9,45810892,47255692,2,1,3,1
91,9,65471575,71512303,2,1,2,1
92,9,71513962,141146683,2,1,3,1
93,10,60969,8087581,2,1,1,0
94,10,8088654,8132972,2,1,2,0
95,10,8134121,10797090,2,1,1,0
96,10,10799187,10837581,2,1,2,0
97,10,10838596,16691690,2,1,1,0
98,10,16693308,16933460,2,1,2,0
99,10,16934939,23119489,2,1,1,0
100,10,23121820,23144216,2,1,2,0
101,10,23146034,23761149,2,1,1,0
102,10,23762392,23770360,2,1,2,0
103,10,23771549,23785135,2,1,1,0
104,10,23787284,23861845,2,1,2,0
105,10,23863007,24910755,2,1,1,0
106,10,24912633,24973172,2,1,2,0
107,10,24975152,28288057,2,1,1,0
108,10,28289752,28355677,2,1,2,0
109,10,28356797,28635245,2,1,1,0
110,10,28636290,28732862,2,1,2,0
111,10,28734014,28867220,2,1,1,0
112,10,28868821,29250589,2,1,2,0
113,10,29251730,29398408,2,1,1,0
114,10,29399432,29552714,2,1,2,0
115,10,29554007,31556736,2,1,1,0
116,10,31558492,31586372,2,1,2,0
117,10,31587962,32062471,2,1,1,0
118,10,32064648,32084479,2,1,2,0
119,10,32085493,33075716,2,1,1,0
120,10,33076890,33123413,2,1,2,0
121,10,33124577,33381652,2,1,1,0
122,10,33383113,33389905,2,1,2,0
123,10,33390960,135524334,2,1,1,0
124,11,87268,55364529,2,1,2,0
125,11,55365699,55439799,2,1,4,0
126,11,55440868,80786997,2,1,2,0
127,11,80788640,80810788,2,1,1,0
128,11,80811894,134946318,2,1,2,0
129,12,68657,133841262,2,1,2,1
130,13,19020095,115108598,2,1,2,1
131,14,19000060,19471930,2,1,2,0
132,14,19475003,19535727,2,1,1,0
133,14,19536777,19537872,2,1,0,0
134,14,19544414,19604113,2,1,1,0
135,14,19606039,19610824,2,1,2,0
136,14,19612998,20427624,2,1,1,0
137,14,20428664,43823181,2,1,2,0
138,14,43824361,44247493,2,1,3,0
139,14,44248654,106341468,2,1,2,0
140,14,106342526,106467788,2,1,10,0
141,14,106468872,106636881,2,1,6,0
142,14,106638063,106816748,2,1,4,0
143,14,106819043,106876021,2,1,3,0
144,14,106877146,106919318,2,1,5,0
145,14,106920714,107151330,2,1,2,0
